Babies' first forenames: births registered in Scotland in 2015,,,,,,
,,,,,,
Information about the basis of the list can be found via the Babies' First Names' page on the National Records of Scotland website.,,,,,,
,,,,,,
Boys,,,,Girls,,
110,Alex,60,,109=,Lena,43
111=,Anthony,59,,109=,Martha,43
111=,Innes,59,,109=,Rowan,43
111=,Lochlan,59,,113=,Annabelle,42
111=,Marcus,59,,113=,Darcie,42
115=,Jax,57,,113=,Elise,42
115=,Sebastian,57,,113=,Orlaith,42
117=,Gabriel,56,,113=,Sara,42
117=,Jordan,56,,113=,Victoria,42
117=,Sean,56,,119,Madison,41
120=,Austin,55,,120=,Ailsa,40
120=,Mohammed,55,,120=,Annie,40
122,Patrick,54,,120=,Darcey,40
123=,Brody,51,,120=,Quinn,40
123=,Carter,51,,120=,Violet,40
123=,Harley,51,,125=,Bonnie,39
126,Parker,50,,125=,Faith,39
127,Charles,48,,125=,Hanna,39
128=,Kaiden,47,,125=,Lyla,39
128=,Shay,47,,129=,Lara,38
130,Elliott,46,,129=,Lucie,38
131=,Fergus,45,,131=,Aoife,37
131=,Louis,45,,131=,Myla,37
131=,Mohammad,45,,131=,Taylor,37
131=,Roman,45,,134=,Alexandra,36
131=,Zack,45,,134=,Casey,36
136=,Joey,44,,134=,Clara,36
136=,Kieran,44,,134=,Lois,36
138=,Jason,43,,134=,Penny,36
138=,Jaxson,43,,139=,Cora,35
138=,Zach,43,,139=,Maja,35
141=,Alan,42,,139=,Naomi,35
141=,Dominic,42,,139=,Zuzanna,35
143=,Conor,41,,143=,Keira,34
143=,Declan,41,,143=,Nieve,34
143=,Mark,41,,145=,Isobel,33
146=,Ewan,40,,145=,Lana,33
146=,Nicholas,40,,147=,Callie,32
146=,Reece,40,,147=,Florence,32
149=,Bradley,39,,147=,Halle,32
149=,Edward,39,,147=,Macie,32
151=,Arthur,38,,151=,Bethany,31
151=,Ellis,38,,151=,Evelyn,31
151=,Steven,38,,151=,Flora,31
154=,Ashton,37,,151=,Laura,31
154=,Danny,37,,155,Lucia,30
154=,Eli,37,,156=,Alba,29
154=,Flynn,37,,156=,Caoimhe,29
154=,Hugo,37,,156=,Hayley,29
154=,Kaleb,37,,156=,Jennifer,29
154=,Zak,37,,160=,Alyssa,28
161=,Kacper,36,,160=,Ellis,28
161=,Keir,36,,160=,Lillie,28
161=,Layton,36,,160=,Maci,28
161=,Struan,36,,160=,Maddison,28
161=,Theodore,36,,160=,Natalia,28
161=,Tom,36,,160=,Piper,28
167=,Bailey,35,,167=,Aaliyah,27
167=,Craig,35,,167=,Aurora,27
167=,Elijah,35,,167=,Eliza,27
167=,Frankie,35,,167=,Hallie,27
167=,Ruairidh,35,,167=,Harley,27
172=,Gregor,34,,167=,Tilly,27
172=,Hayden,34,,173=,Eleanor,26
172=,Joel,34,,173=,Harriet,26
172=,Stephen,34,,173=,Jasmine,26
176=,Finley,33,,173=,Kara,26
176=,Louie,33,,177=,Anya,25
176=,Robin,33,,177=,Luna,25
179=,Filip,32,,177=,Macy,25
179=,Myles,32,,177=,Mirren,25
179=,Rocco,32,,177=,Savannah,25
182=,Caelan,31,,182=,Alexa,24
182=,Cian,31,,182=,April,24
182=,Findlay,31,,182=,Catherine,24
182=,Magnus,31,,182=,Edith,24
186=,Ciaran,30,,182=,Lexie,24
186=,Junior,30,,182=,Libby,24
186=,Oskar,30,,182=,Louisa,24
186=,Peter,30,,182=,Marnie,24
190=,Alistair,29,,182=,Rosa,24
190=,Jakub,29,,191=,Connie,23
190=,Jenson,29,,191=,Ella-Rose,23
190=,Mitchell,29,,191=,Faye,23
194=,Antoni,28,,191=,Gabriella,23
194=,Arlo,28,,191=,Georgina,23
194=,Paul,28,,191=,Indie,23
194=,Xander,28,,191=,Liliana,23
198=,Alasdair,27,,191=,Lottie,23
198=,Leighton,27,,191=,Neve,23
200=,Brandon,26,,191=,Peyton,23
200=,Dexter,26,,201=,Ada,22
200=,Duncan,26,,201=,Ciara,22
200=,Ruben,26,,201=,Elena,22
200=,Tommy,26,,201=,Esmee,22
200=,Zander,26,,201=,Iris,22
206=,Grayson,25,,201=,Isabelle,22
206=,Kevin,25,,201=,Laila,22
206=,Levi,25,,201=,Maryam,22
206=,Maxwell,25,,201=,Zoey,22
206=,Travis,25,,210=,Leila,21
211=,Eric,24,,210=,Melissa,21
211=,Toby,24,,210=,Pippa,21
213=,Ali,23,,213=,Arabella,20
213=,Jonathan,23,,213=,Charlie,20
213=,Lukas,23,,213=,Eloise,20
213=,Rowan,23,,213=,Fatima,20
213=,Seth,23,,213=,Heather,20
213=,Spencer,23,,213=,Khloe,20
213=,Taylor,23,,213=,Louise,20
220=,Felix,22,,213=,Orlagh,20
220=,Quinn,22,,221=,Aisha,19
220=,Ronan,22,,221=,Alicia,19
220=,Shaun,22,,221=,Alisha,19
224=,Albert,21,,221=,Autumn,19
224=,Billy,21,,221=,Belle,19
224=,Cillian,21,,221=,Kirsty,19
224=,Dean,21,,227=,Caitlyn,18
224=,Jonah,21,,227=,Isabel,18
224=,Nathaniel,21,,227=,Jorgie,18
224=,Stuart,21,,227=,Kacey,18
231=,Adrian,20,,227=,Katherine,18
231=,Bryce,20,,227=,Lydia,18
231=,Frederick,20,,227=,Maia,18
231=,Ibrahim,20,,227=,Saoirse,18
231=,Joe,20,,227=,Skylar,18
231=,Marc,20,,236=,Abby,17
231=,Rogan,20,,236=,Annabel,17
231=,Teddy,20,,236=,Carmen,17
239=,Jace,19,,236=,Cerys,17
239=,Jan,19,,236=,Erica,17
239=,Jasper,19,,236=,Fearne,17
239=,Kerr,19,,236=,Frankie,17
239=,Lee,19,,236=,Jenna,17
239=,Marcel,19,,236=,Kate,17
239=,Martin,19,,236=,Macey,17
239=,Niall,19,,236=,Marley,17
239=,Stanley,19,,236=,Morgan,17
248=,Abdullah,18,,236=,Nicole,17
248=,Aleksander,18,,236=,Payton,17
248=,Caiden,18,,236=,Seren,17
248=,Cayden,18,,236=,Zainab,17
248=,Colton,18,,252=,Alicja,16
248=,Lennon,18,,252=,Aliza,16
248=,Stewart,18,,252=,Ana,16
255=,Casey,17,,252=,Elodie,16
255=,Christian,17,,252=,Emelia,16
255=,Hudson,17,,252=,Harlow,16
255=,Lauchlan,17,,252=,Hazel,16
255=,Lawson,17,,252=,Helena,16
255=,Maximilian,17,,252=,Kaci,16
255=,Nico,17,,252=,Kaitlyn,16
255=,Saul,17,,252=,Kendall,16
255=,Szymon,17,,252=,Madeleine,16
264=,Arron,16,,252=,Maggie,16
264=,Aston,16,,252=,Nadia,16
264=,Brian,16,,266=,Alex,15
264=,Campbell,16,,266=,Amelia-Rose,15
264=,Ezra,16,,266=,Ariella,15
264=,Julian,16,,266=,Brooklyn,15
264=,Marco,16,,266=,Carys,15
264=,Muhammed,16,,266=,Charley,15
264=,Zain,16,,266=,Claudia,15
273=,Ajay,15,,266=,Darci,15
273=,Alfred,15,,266=,Emmie,15
273=,Bobby,15,,266=,Felicity,15
273=,Cohen,15,,266=,Katy,15
273=,Colin,15,,266=,Kiera,15
273=,Donald,15,,266=,Stella,15
273=,Douglas,15,,266=,Talia,15
273=,Kenzie,15,,266=,Vanessa,15
273=,Miller,15,,281=,Abbey,14
273=,Oran,15,,281=,Alana,14
273=,Rio,15,,281=,Aliyah,14
273=,Rudi,15,,281=,Anaya,14
273=,Shane,15,,281=,Ayda,14
273=,Wiktor,15,,281=,Beau,14
287=,Alastair,14,,281=,Billie,14
287=,Bruce,14,,281=,Demi,14
287=,Clark,14,,281=,Edie,14
287=,Ian,14,,281=,Esther,14
287=,Kody,14,,281=,Francesca,14
287=,Lennox,14,,281=,Gabriela,14
287=,Leyton,14,,281=,Jessie,14
287=,Olivier,14,,281=,Kelsey,14
295=,Conner,13,,281=,Lacie,14
295=,Damian,13,,281=,Lily-Rose,14
295=,Fionn,13,,281=,Melody,14
295=,Francis,13,,281=,Oliwia,14
295=,Justin,13,,281=,Rhea,14
295=,Lincoln,13,,300=,Addison,13
295=,Luka,13,,300=,Angel,13
295=,Noel,13,,300=,Cali,13
295=,Rayyan,13,,300=,Elle,13
295=,Richard,13,,300=,Elspeth,13
295=,Rohan,13,,300=,Emeli,13
295=,Ronnie,13,,300=,Farrah,13
295=,Tobias,13,,300=,Jorja,13
308=,Bruno,12,,300=,Kacie,13
308=,Callen,12,,300=,Kayleigh,13
308=,Darren,12,,300=,Kyla,13
308=,Franciszek,12,,300=,Leia,13
308=,Iain,12,,300=,Maisy,13
308=,Jakob,12,,300=,Mhairi,13
308=,Mac,12,,300=,Nancy,13
308=,Murdo,12,,300=,Pola,13
308=,Nicolas,12,,300=,Scarlet,13
308=,Philip,12,,300=,Zofia,13
308=,Sandy,12,,318=,Alix,12
308=,Tristan,12,,318=,Amira,12
320=,Abel,11,,318=,Antonia,12
320=,Ayden,11,,318=,Ayesha,12
320=,Cailean,11,,318=,Carla,12
320=,Darragh,11,,318=,Cassie,12
320=,Fletcher,11,,318=,Chelsea,12
320=,Gary,11,,318=,Ebony,12
320=,Glen,11,,318=,Joanna,12
320=,Kalvin,11,,318=,Joy,12
320=,Kayson,11,,318=,Kali,12
320=,Maksymilian,11,,318=,Kathryn,12
320=,Malcolm,11,,318=,Kiara,12
320=,Mathew,11,,318=,Livia,12
320=,Matteo,11,,318=,Myah,12
320=,Milo,11,,318=,Neive,12
320=,Natan,11,,318=,Olive,12
320=,Rayan,11,,318=,Ruth,12
320=,Zayn,11,,318=,Shannon,12
337=,Brendan,10,,318=,Skyler,12
337=,Caden,10,,318=,Tabitha,12
337=,Damien,10,,318=,Yasmin,12
337=,Dawid,10,,340=,Amara,11
337=,Dominik,10,,340=,Aubrey,11
337=,Drew,10,,340=,Catriona,11
337=,Fabian,10,,340=,Christina,11
337=,Hector,10,,340=,Emily-Rose,11
337=,Ivan,10,,340=,Fern,11
337=,Jai,10,,340=,Gemma,11
337=,Jaiden,10,,340=,Jade,11
337=,Kenneth,10,,340=,Karis,11
337=,Leonard,10,,340=,Keeva,11
337=,Nolan,10,,340=,Lillian,11
337=,Patryk,10,,340=,Maiya,11
337=,Reggie,10,,340=,Mara,11
337=,Reilly,10,,340=,Mary,11
337=,Ruaraidh,10,,340=,Miley,11
337=,Rudy,10,,340=,Milly,11
337=,Victor,10,,340=,Morven,11
337=,Yahya,10,,340=,Natalie,11
337=,Zakariya,10,,340=,Rebekah,11
359=,Albie,9,,340=,Skyla,11
359=,Archer,9,,340=,Tess,11
359=,Archibald,9,,361=,Aela,10
359=,Ayaan,9,,361=,Aleksandra,10
359=,Chase,9,,361=,Annabella,10
359=,Clayton,9,,361=,Courtney,10
359=,Colby,9,,361=,Dakota,10
359=,Dale,9,,361=,Ellen,10
359=,Eesa,9,,361=,Fallon,10
359=,Frazer,9,,361=,Honor,10
359=,Gordon,9,,361=,Islay,10
359=,Hugh,9,,361=,Juliette,10
359=,Jayce,9,,361=,Lia,10
359=,Kade,9,,361=,Mackenzie,10
359=,Kane,9,,361=,Maddie,10
359=,Karson,9,,361=,Meghan,10
359=,Leonardo,9,,361=,Miya,10
359=,Mack,9,,361=,Murron,10
359=,Maison,9,,361=,Nova,10
359=,Marley,9,,361=,Tia,10
359=,Marshall,9,,379=,Abi,9
359=,Maximus,9,,379=,Allie,9
359=,Micah,9,,379=,Amie,9
359=,Milan,9,,379=,Annalise,9
359=,Nikodem,9,,379=,Ariya,9
359=,Preston,9,,379=,Betsy,9
359=,Ryley,9,,379=,Brodie,9
359=,Syed,9,,379=,Brogan,9
359=,Tymon,9,,379=,Cleo,9
359=,Vincent,9,,379=,Constance,9
389=,Aahil,8,,379=,Danielle,9
389=,Arjun,8,,379=,Elissa,9
389=,Asher,8,,379=,Ella-Louise,9
389=,Beau,8,,379=,Ellie-Mae,9
389=,Brayden,8,,379=,Elsa,9
389=,Cormac,8,,379=,Evangeline,9
389=,Dawson,8,,379=,Hailey,9
389=,Deacon,8,,379=,Inaaya,9
389=,Eoin,8,,379=,Jess,9
389=,Gavin,8,,379=,Kasey,9
389=,Glenn,8,,379=,Lilah,9
389=,Graham,8,,379=,Lilly-May,9
389=,Guy,8,,379=,Lily-Mae,9
389=,Hamza,8,,379=,Maeve,9
389=,Jared,8,,379=,Mairi,9
389=,Jensen,8,,379=,Neave,9
389=,Jeremy,8,,379=,Nicola,9
389=,Karter,8,,379=,Nikola,9
389=,Keegan,8,,379=,Nora,9
389=,Keiran,8,,379=,Rachael,9
389=,Kole,8,,379=,Remi,9
389=,Lawrie,8,,379=,River,9
389=,Luis,8,,379=,Stephanie,9
389=,Lyall,8,,379=,Tessa,9
389=,Markus,8,,379=,Vivienne,9
389=,Mateusz,8,,379=,Winter,9
389=,Mikolaj,8,,379=,Zahra,9
389=,Miles,8,,416=,Ailidh,8
389=,Mylo,8,,416=,Aiza,8
389=,Phoenix,8,,416=,Aizah,8
389=,Reagan,8,,416=,Alanna,8
389=,Rex,8,,416=,Alannah,8
389=,Roan,8,,416=,Alina,8
389=,Roddy,8,,416=,Amanda,8
389=,Ruairi,8,,416=,Amaya,8
389=,Seamus,8,,416=,Antonina,8
389=,Yusuf,8,,416=,Beatrice,8
426=,Anton,7,,416=,Blair,8
426=,Barclay,7,,416=,Blanka,8
426=,Benedict,7,,416=,Breagha,8
426=,Bryan,7,,416=,Emmy,8
426=,Coen,7,,416=,Fiona,8
426=,Conall,7,,416=,Jamie,8
426=,Conan,7,,416=,Julie,8
426=,Cory,7,,416=,Kelsie,8
426=,Cruz,7,,416=,Kira,8
426=,Cullen,7,,416=,Leigha,8
426=,Daryl,7,,416=,Lila,8
426=,Dillon,7,,416=,Lyra,8
426=,Elias,7,,416=,Margaret,8
426=,Frank,7,,416=,Mariam,8
426=,Haris,7,,416=,Meadow,8
426=,Hassan,7,,416=,Miah,8
426=,Jak,7,,416=,Milena,8
426=,Kallum,7,,416=,Miriam,8
426=,Killian,7,,416=,Noor,8
426=,Klay,7,,416=,Paisley,8
426=,Kobe,7,,416=,Perrie,8
426=,Korey,7,,416=,Reeva,8
426=,Lochlann,7,,416=,Rosanna,8
426=,Lucca,7,,416=,Samantha,8
426=,Millar,7,,416=,Sofie,8
426=,Munro,7,,416=,Sylvie,8
426=,Nataniel,7,,416=,Una,8
426=,Odin,7,,416=,Valentina,8
426=,Oisin,7,,416=,Zoya,8
426=,Ossian,7,,455=,Abbi,7
426=,Otto,7,,455=,Adele,7
426=,Ralph,7,,455=,Ailie,7
426=,Ramsay,7,,455=,Alesha,7
426=,Rian,7,,455=,Alison,7
426=,Ruari,7,,455=,Amina,7
426=,Rueben,7,,455=,Anastasia,7
426=,Santiago,7,,455=,Arwen,7
426=,Shae,7,,455=,Ashleigh,7
426=,Solomon,7,,455=,Astrid,7
426=,Stanislaw,7,,455=,Aurla,7
426=,Stefan,7,,455=,Ayva,7
426=,Tomas,7,,455=,Bethan,7
426=,Torin,7,,455=,Blaire,7
426=,Xavier,7,,455=,Calli,7
470=,Aarav,6,,455=,Claire,7
470=,Abdul,6,,455=,Daria,7
470=,Ahmad,6,,455=,Dylan,7
470=,Ahmed,6,,455=,Elisa,7
470=,Alec,6,,455=,Ella-May,7
470=,Alessio,6,,455=,Ellie-May,7
470=,Axel,6,,455=,Elyse,7
470=,Blaine,6,,455=,Emelie,7
470=,Boyd,6,,455=,Emme,7
470=,Braxton,6,,455=,Emmeline,7
470=,Buddy,6,,455=,Eryn,7
470=,Cai,6,,455=,Farah,7
470=,Cairn,6,,455=,Ferne,7
470=,Calan,6,,455=,Frances,7
470=,Damon,6,,455=,Haniya,7
470=,Devyn,6,,455=,Jodie,7
470=,Eden,6,,455=,Josephine,7
470=,Enzo,6,,455=,Kaja,7
470=,Graeme,6,,455=,Kallie,7
470=,Idris,6,,455=,Kaya,7
470=,Igor,6,,455=,Kennedy,7
470=,Innis,6,,455=,Kenzie,7
470=,Ismail,6,,455=,Kimberly,7
470=,Jase,6,,455=,Kourtney,7
470=,Jaxxon,6,,455=,Kyra,7
470=,Jerry,6,,455=,Leona,7
470=,Jesse,6,,455=,Liana,7
470=,Johnny,6,,455=,Lina,7
470=,Kajus,6,,455=,Luisa,7
470=,Kal,6,,455=,Michelle,7
470=,Kellan,6,,455=,Nevaeh,7
470=,Kobi,6,,455=,Nia,7
470=,Kodi,6,,455=,Orlah,7
470=,Kodie,6,,455=,Robin,7
470=,Lawrence,6,,455=,Safa,7
470=,Leyland,6,,455=,Tara,7
470=,Lleyton,6,,455=,Tegan,7
470=,Loki,6,,455=,Wiktoria,7
470=,Morgan,6,,455=,Zarah,7
470=,Musa,6,,509=,Adalyn,6
470=,Mustafa,6,,509=,Aleah,6
470=,Nairn,6,,509=,Aleena,6
470=,Nate,6,,509=,Alexia,6
470=,Oliwier,6,,509=,Ariah,6
470=,Omar,6,,509=,Ashley,6
470=,Orrin,6,,509=,Aurelia,6
470=,Ray,6,,509=,Avery,6
470=,Reid,6,,509=,Bailey,6
470=,Remy,6,,509=,Calleigh,6
470=,Romeo,6,,509=,Caris,6
470=,Rufus,6,,509=,Charli,6
470=,Russell,6,,509=,Devon,6
470=,Seumas,6,,509=,Effie,6
470=,Teo,6,,509=,Eilish,6
470=,Tony,6,,509=,Emmi,6
470=,Troy,6,,509=,Erika,6
470=,Vinnie,6,,509=,Eshal,6
470=,Walker,6,,509=,Fia,6
470=,Wilson,6,,509=,Gabrielle,6
529=,Abraham,5,,509=,Iga,6
529=,Alexandru,5,,509=,Indi,6
529=,Allan,5,,509=,Kaitlin,6
529=,Amir,5,,509=,Katelyn,6
529=,Antonio,5,,509=,Kendal,6
529=,Aryan,5,,509=,Khadijah,6
529=,Aydin,5,,509=,Kiana,6
529=,Bartosz,5,,509=,Kirsten,6
529=,Baxter,5,,509=,Laci,6
529=,Bentley,5,,509=,Lacy,6
529=,Blane,5,,509=,Lea,6
529=,Braydon,5,,509=,Leonie,6
529=,Broden,5,,509=,Leyla,6
529=,Cal,5,,509=,Liberty,6
529=,Casper,5,,509=,Lilian,6
529=,Clyde,5,,509=,Lilianna,6
529=,Coby,5,,509=,Marcie,6
529=,Corran,5,,509=,Meredith,6
529=,Dax,5,,509=,Merida,6
529=,Denis,5,,509=,Norah,6
529=,Devon,5,,509=,Nuala,6
529=,Eddie,5,,509=,Nylah,6
529=,Emil,5,,509=,Paris,6
529=,Emmanuel,5,,509=,Priya,6
529=,Eoghan,5,,509=,Pyper,6
529=,Forbes,5,,509=,Rae,6
529=,Freddy,5,,509=,Rayna,6
529=,Greg,5,,509=,Riley,6
529=,Gregory,5,,509=,Sapphire,6
529=,Hasan,5,,509=,Sorcha,6
529=,Haydn,5,,509=,Sydney,6
529=,Jaden,5,,509=,Syeda,6
529=,Kaden,5,,509=,Tamara,6
529=,Kelvin,5,,509=,Theia,6
529=,Kirk,5,,509=,Tiana,6
529=,Kuba,5,,509=,Vaila,6
529=,Laurence,5,,509=,Zaynab,6
529=,Lloyd,5,,566=,Adrianna,5
529=,Lochlin,5,,566=,Agata,5
529=,Macaulay,5,,566=,Aida,5
529=,Mckenzie,5,,566=,Ainsley,5
529=,Michal,5,,566=,Akira,5
529=,Nikolaos,5,,566=,Alayna,5
529=,Nikolas,5,,566=,Alivia,5
529=,Oakley,5,,566=,Amalia,5
529=,Olaf,5,,566=,Anastazja,5
529=,Otis,5,,566=,Anayah,5
529=,Piotr,5,,566=,Angela,5
529=,Rico,5,,566=,Aryana,5
529=,Rupert,5,,566=,Asha,5
529=,Soren,5,,566=,Ava-Leigh,5
529=,Sorley,5,,566=,Avah,5
529=,Sullivan,5,,566=,Ayana,5
529=,Thorin,5,,566=,Barbara,5
529=,Tomasz,5,,566=,Beatrix,5
529=,Viktor,5,,566=,Blake,5
529=,Warren,5,,566=,Cassidy,5
529=,Will,5,,566=,Cayla,5
529=,Wyatt,5,,566=,Ceitidh,5
588=,Aadam,4,,566=,Chantelle,5
588=,Antony,4,,566=,Dana,5
588=,Arham,4,,566=,Dani,5
588=,Ari,4,,566=,Deborah,5
588=,Arin,4,,566=,Demi-Leigh,5
588=,Arnav,4,,566=,Eliana,5
588=,Aron,4,,566=,Etta,5
588=,Atticus,4,,566=,Freyja,5
588=,Ayrton,4,,566=,Frida,5
588=,Borys,4,,566=,Frieda,5
588=,Brady,4,,566=,Greta,5
588=,Brax,4,,566=,Hadiya,5
588=,Byron,4,,566=,Hafsa,5
588=,Caelen,4,,566=,Hareem,5
588=,Cain,4,,566=,Harleigh,5
588=,Cammy,4,,566=,Harmony,5
588=,Caolan,4,,566=,Honey,5
588=,Carlo,4,,566=,India,5
588=,Chris,4,,566=,Ines,5
588=,Clay,4,,566=,Ingrid,5
588=,Codie,4,,566=,Jasmin,5
588=,Conlan,4,,566=,Jenny,5
588=,Connall,4,,566=,Juliet,5
588=,Crawford,4,,566=,Kaia,5
588=,Curtis,4,,566=,Karly,5
588=,Dario,4,,566=,Khadija,5
588=,Derek,4,,566=,Lacey-Mae,5
588=,Diego,4,,566=,Lauryn,5
588=,Dorian,4,,566=,Laylah,5
588=,Dougal,4,,566=,Leela,5
588=,Eamon,4,,566=,Leoni,5
588=,Eben,4,,566=,Lilia,5
588=,Edwin,4,,566=,Lori,5
588=,Erik,4,,566=,Magdalena,5
588=,Faris,4,,566=,Marcelina,5
588=,Finnlay,4,,566=,Marina,5
588=,Floyd,4,,566=,Mathilda,5
588=,Garry,4,,566=,Merryn,5
588=,Geordie,4,,566=,Milana,5
588=,Greyson,4,,566=,Milania,5
588=,Griffin,4,,566=,Mirrin,5
588=,Haiden,4,,566=,Mirryn,5
588=,Hussain,4,,566=,Murren,5
588=,Ignacy,4,,566=,Mylah,5
588=,Ismaeel,4,,566=,Nadine,5
588=,Jamal,4,,566=,Natasha,5
588=,Jaxx,4,,566=,Nyla,5
588=,Jayson,4,,566=,Pearl,5
588=,Kaelan,4,,566=,Philippa,5
588=,Kamran,4,,566=,Poppie,5
588=,Karim,4,,566=,Raegan,5
588=,Keaton,4,,566=,Renee,5
588=,Kit,4,,566=,Rhiannon,5
588=,Koby,4,,566=,Roisin,5
588=,Koen,4,,566=,Samanta,5
588=,Kruz,4,,566=,Sandra,5
588=,Krystian,4,,566=,Sasha,5
588=,Kylan,4,,566=,Selina,5
588=,Kyran,4,,566=,Sky,5
588=,Lars,4,,566=,Stevie,5
588=,Leland,4,,566=,Sumayyah,5
588=,Lex,4,,566=,Susannah,5
588=,Lorenzo,4,,566=,Teigan,5
588=,Malachy,4,,566=,Tillie,5
588=,Matas,4,,566=,Veronica,5
588=,Matias,4,,653=,Aaminah,4
588=,Maxim,4,,653=,Aarya,4
588=,Maxx,4,,653=,Abbigail,4
588=,Miguel,4,,653=,Abiha,4
588=,Mohamed,4,,653=,Adriana,4
588=,Moray,4,,653=,Aimee-Leigh,4
588=,Muir,4,,653=,Aiyla,4
588=,Murphy,4,,653=,Alaina,4
588=,Odhran,4,,653=,Alara,4
588=,Owain,4,,653=,Aleigha,4
588=,Paolo,4,,653=,Alexandria,4
588=,Rafael,4,,653=,Alissa,4
588=,Rana,4,,653=,Alyssia,4
588=,Raphael,4,,653=,Amal,4
588=,Regan,4,,653=,Amber-Rose,4
588=,Rehan,4,,653=,Ameerah,4
588=,Reiss,4,,653=,Amelia-Grace,4
588=,Rhyley,4,,653=,Amellia,4
588=,Ricco,4,,653=,Anabelle,4
588=,Roderick,4,,653=,Anais,4
588=,Ronald,4,,653=,Ananya,4
588=,Roy,4,,653=,Andie,4
